word,examples,word_audio,word_search
sobald,"['Sobald ich den Termin weiß, gebe ich Ihnen Bescheid.']",sobald,sobald
"die Socke, -n",['Im Winter brauche ich warme Socken.'],die Socke,Socke
sodass,"['Der Zug hatte zwei Stunden Verspätung, sodass ich erst um 23 Uhr nach Hause kam.']",sodass,sodass
"das Sofa, -s",['Wir hätten gern ein modernes Sofa.'],das Sofa,Sofa
sofort,"['Warum sind Sie nicht sofort zum Arzt gegangen?', 'Karten für das Konzert bekommen Sie ab sofort im Kartenbüro.']",sofort,sofort
sogenannt-,"['Studenten, die lange studieren, sind sogenannte Langzeitstudierende.', 'Wo bleiben denn deine sogenannten Freunde?']",sogenannt-,sogenannt-
sogar,['Auf dem Berg war es so kalt. Es hat sogar geschneit.'],sogar,sogar
"der Sohn, ¨-e",['Mein jüngster Sohn ist vier.'],der Sohn,Sohn
solange,"['Solange Sie Fieber haben, dürfen Sie auf keinen Fall arbeiten gehen.']",solange,solange
solch-,['Solche Schuhe finde ich toll.'],solch-,solch-
"sollen, soll, sollte, hat gesollt (hat sollen als Modalverb)","['Wann soll ich kommen?', 'Ich habe im Radio gehört, es soll morgen regnen.', 'Sollten Sie mit dem Vorschlag nicht einverstanden sein, rufen Sie mich an.']",sollen,sollen
"das Sonderangebot, -e",['Das ist ein Sonderangebot: 25 % reduziert.'],das Sonderangebot,Sonderangebot
sondern,"['Unser Besuch kommt nicht heute, sondern morgen.']",sondern,sondern
"die Sonne, -n","['Das Wetter ist schön. Die Sonne scheint.', 'Ich habe zu lange in der Sonne gelegen.']",die Sonne,Sonne
sonnig,['Das Wetter morgen: sonnig und warm.'],sonnig,sonnig
sonst,"['Haben sie sonst noch einen Wunsch? – Nein, danke. Das ist alles.', 'Wir müssen jetzt gehen, sonst wird es zu spät.', 'Heute ist der Chef nicht mehr da. Sonst ist er um diese Zeit immer im Büro.']",sonst,sonst
"sorgen, sorgt, sorgte, hat gesorgt","['Wer sorgt denn für die Kinder?', 'Können Sie bitte dafür sorgen, dass die Heizung funktioniert?']",sorgen,sorgen
"die Sorge, -n",['Um Ihre Zukunft brauchen Sie sich keine Sorgen zu machen.'],die Sorge,Sorge
"die Soße, -n",['Gibst du mir bitte mal die Soße?'],die Soße,Soße
"das Souvenir, -s",['Ich habe ein paar Souvenirs aus dem Urlaub mitgebracht.'],das Souvenir,Souvenir
soviel,"['Soviel ich weiß, hat dieses Restaurant heute Ruhetag.']",soviel,soviel
so viel,['Ich habe so viel gegessen. Jetzt ist mir schlecht.'],so viel,so viel
so viel wie,['Ich verdiene nur halb so viel wie er.'],so viel wie,so viel wie
sowieso,['Willst du mir den Brief mitgeben? Ich gehe sowieso zur Post.'],sowieso,sowieso
sowohl … als auch,['Sowohl Sie als auch Ihre Frau müssen unterschreiben.'],sowohl … als auch,sowohl … als auch
sozial,"['Das System ist nicht sozial.', 'Es gibt viele soziale Probleme.']",sozial,sozial
"der Sozialarbeiter, die Sozialarbeiterin, -nen",['Die Sozialarbeiterin kommt einmal in der Woche.'],"der Sozialarbeiter, die Sozialarbeiterin",Sozialarbeiter
spannend,['Das Spiel war spannend bis zur letzten Minute.'],spannend,spannend
"sparen, spart, sparte, hat gespart","['Ein Auto ist mir zu teuer, ich muss sparen.', 'Um Strom zu sparen, schalten wir die Heizung nachts aus.']",sparen,sparen
sparsam,"['Wir haben fünf Kinder. Wir müssen sehr sparsam sein.', 'Mein Auto ist sehr sparsam. Es verbraucht nur 5 Liter auf 100 km.']",sparsam,sparsam
"der Spaß, ¨-e","['Meine Arbeit macht mir viel Spaß.', 'Viel Spaß bei der Party!']",der Spaß,Spaß
spät,"['Wie spät ist es?', 'Es ist schon spät, ich muss gehen.', 'Ich muss mich beeilen. Sonst komme ich zu spät.', 'Sonntags stehen wir immer spät auf.', 'Am späten Nachmittag ist der Verkehr besonders stark.', 'Können Sie später noch mal anrufen?', 'Was willst du denn später mal werden?']",spät,spät
spätestens,['Ich muss spätestens um 9 Uhr bei der Arbeit sein.'],spätestens,spätestens
"spazieren gehen, geht spazieren, ging spazieren, ist spazieren gegangen",['Wir gehen sonntags immer spazieren.'],spazieren gehen,spazieren gehen
"der Spaziergang, ¨-e",['Abends mache ich oft einen Spaziergang durch das Viertel.'],der Spaziergang,Spaziergang
"speichern, speichert, speicherte, hat gespeichert",['Sie müssen die Datei speichern.'],speichern,speichern
"die Speise, -n","['Als Vorspeise nehme ich eine Suppe, aber dafür nehme ich keine Nachspeise. (D, A)']",die Speise,Speise
"die Speisekarte, -n","['Bitte, die Speisekarte.']",die Speisekarte,Speisekarte
"der Speisewagen, -",['Wo ist der Speisewagen?'],der Speisewagen,Speisewagen
Spezial-,['Ich brauche eine Spezialpflege für trockenes Haar.'],Spezial-,Spezial-
"der Spezialist, -en die Spezialistin, -nen",['Mein Arzt hat mich zur Spezialistin geschickt.'],"der Spezialist, die Spezialistin",Spezialist
speziell,['Ich suche einen ganz speziellen Ring für meine Freundin.'],speziell,speziell
"der Spiegel, -","['Ich möchte gerne sehen, wie mein Kleid sitzt. Hast du einen Spiegel?']",der Spiegel,Spiegel
"spielen, spielt, spielte, hat gespielt","['Wir haben einen großen Garten, da können die Kinder spielen.', 'Am Sonntag spielen wir gegen die Fußballmannschaft der Nachbarschule.', 'Spielen Sie ein Instrument?', 'Spielen Sie Karten?']",spielen,spielen
"das Spiel, -e","['Monopoly ist ein ganz bekanntes Spiel.', 'Nach 20 Minuten stand das Spiel 2:1.']",das Spiel,Spiel
"der Spieler, die Spielerin, -nen","['Für dieses Spiel braucht man zwei bis vier Spieler.', 'Beim Fußball gibt es elf Spieler.']","der Spieler, die Spielerin",Spieler
"der Spielplatz, ¨-e",['Die Kinder sind auf dem Spielplatz.'],der Spielplatz,Spielplatz
"das Spielzeug, -e",['Zu Weihnachten wünschen sich die Kinder vor allem Spielzeug.'],das Spielzeug,Spielzeug
spitz,['Der Bleistift ist nicht spitz.'],spitz,spitz
"der Sport, -e","['Für Sport interessiere ich mich sehr.', 'Ich mache viel Sport.']",der Sport,Sport
"die Sportart, -en",['Welche Sportart findest du am besten?'],die Sportart,Sportart
"der Sportler, -","['Sie ist eine gute Sportlerin. die Sportlerin, -nen']",der Sportler,Sportler
sportlich,"['Ich bin nicht sehr sportlich.', 'Ich mag bequeme und sportliche Kleidung.']",sportlich,sportlich
"die Sprache, -n",['Franco spricht mehrere Sprachen.'],die Sprache,Sprache
"die Fremdsprache, -n",['Ich spreche drei Fremdsprachen.'],die Fremdsprache,Fremdsprache
"die Muttersprache, -n",['Was ist Ihre Muttersprache?'],die Muttersprache,Muttersprache
"die Zweitsprache, -n",['Deutsch ist seine Zweitsprache.'],die Zweitsprache,Zweitsprache
"sprechen, spricht, sprach, hat gesprochen","['Können Sie bitte etwas lauter sprechen?', 'Jean spricht sehr gut Deutsch.', 'Ich möchte nicht darüber sprechen.', 'Die Bundeskanzlerin spricht heute', 'Kann ich bitte Herrn Müller sprechen?']",sprechen,sprechen
"die Sprechstunde, -n → A: Ordination",['Frau Dr. Berger hat von 8 bis 12 Uhr Sprechstunde.'],die Sprechstunde,Sprechstunde
"springen, springt, sprang, ist gesprungen","['Wir waren im Schwimmbad. Mein Sohn ist immer wieder ins Wasser gesprungen.', 'Wie weit bist du heute gesprungen? – 3,40 m.']",springen,springen
"die Spritze, -n",['Ich habe heute vom Arzt eine Spritze gegen die Schmerzen bekommen.'],die Spritze,Spritze
"spülen, spült, spülte, hat gespült","['Hast du das Geschirr gespült?', 'Spülen Sie bitte jetzt den Mund aus.']",spülen,spülen
"die Spur, -en","['Fahren Sie bitte auf der linken Spur, wenn Sie schneller fahren.']",die Spur,Spur
"spüren, spürt, spürte, hat gespürt",['Wo tut es weh? Spüren Sie das hier?'],spüren,spüren
"das Stadion, Stadien",['Ich möchte am Samstag ins Stadion gehen. Da spielt meine Mannschaft.'],das Stadion,Stadion
"die Stadt, ¨-e","['Heidelberg ist eine alte Stadt.', 'Ich wohne lieber auf dem Land als in der Stadt.', 'Gehst du mit mir in die Stadt?']",die Stadt,Stadt
städtisch,['Ich gehe gern in die städtische Bibliothek.'],städtisch,städtisch
"der Stadtplan, ¨-e",['Haben Sie einen Stadtplan?'],der Stadtplan,Stadtplan
"stammen, stammt, stammte, hat gestammt",['Ich stamme aus einer kleinen Stadt an der Donau.'],stammen,stammen
ständig,['Ich habe schon ein paar Mal bei meiner Freundin angerufen. Es ist ständig besetzt.'],ständig,ständig
"der Standpunkt, -e",['Von seinem Standpunkt aus hat er recht.'],der Standpunkt,Standpunkt
"der Star, -s",['Diese Sängerin ist ein großer Star in Deutschland.'],der Star,Star
stark,"['Der Kaffee ist sehr stark.', 'Am späten Nachmittag ist der Verkehr besonders stark.', 'Ich habe starke Kopfschmerzen.', 'Können Sie mir kein stärkeres Mittel verschreiben?', 'Es hat stark geregnet.']",stark,stark
"starten, startet, startete, ist gestartet",['Das Flugzeug ist pünktlich gestartet.'],starten,starten
"der Start, -s",['Bleiben Sie bitte während des Starts sitzen.'],der Start,Start
"die Station, -en","['Sie müssen an der nächsten Station aussteigen.', 'Meine Nachbarin liegt auf Station III.']",die Station,Station
"die Statistik, -en","['Die Statistik zeigt, dass jeder zweite ein Fahrrad besitzt.']",die Statistik,Statistik
statistisch,['Die statistischen Ergebnisse zeigen eine gute Entwicklung.'],statistisch,statistisch
statt,['Kann ich diese Woche statt Donnerstag am Freitag kommen?'],statt,statt
"stattfinden, findet statt, fand statt, hat stattgefunden",['Das Spiel findet auch bei Regen statt.'],stattfinden,stattfinden
"der Stau, -s","['Auf der A3 gibt es wegen eines Unfalls 5 km Stau.', 'Wir standen eine Stunde im Stau.']",der Stau,Stau
"der Staub, -e",['Ich habe überall Staub gewischt.'],der Staub,Staub
"staubsaugen, staubsaugt, staubsaugte, hat gestaubsaugt",['Ich muss heute in meiner Wohnung noch staubsaugen.'],staubsaugen,staubsaugen
"stechen, sticht, stach, hat gestochen",['Stefan wird beim Zelten immer von den Mücken gestochen.'],stechen,stechen
"stecken, steckt, steckte, hat gesteckt","['Wo ist denn mein Pass? Ich hatte ihn doch in die Handtasche gesteckt.', 'Du kannst reingehen. Der Schlüssel steckt.', 'Die Zeitung steckt im Briefkasten.']",stecken,stecken
"die Steckdose, -n",['Es gibt drei Steckdosen in diesem Zimmer.'],die Steckdose,Steckdose
"der Stecker, -",['Der Stecker passt nicht in diese Steckdose.'],der Stecker,Stecker
"stehen, steht, stand, hat/ist gestanden","['In meinem Beruf muss ich viel stehen.', 'Als wir kamen, stand das Essen schon auf dem Tisch.', 'Der Bus steht schon an der Haltestelle.', 'Was steht heute in der Zeitung?', 'Nach 20 Minuten stand das Spiel 1:', '6. Die neue Bluse steht dir gut.']",stehen,stehen
stehen bleiben,"['Bitte bleiben Sie stehen.', 'Meine Uhr ist stehen geblieben.']",stehen bleiben,stehen bleiben
"stehlen, stiehlt, stahl, hat gestohlen",['Gestern hat mir jemand im Zug meine Uhr gestohlen.'],stehlen,stehlen
"steigen, steigt, stieg, ist gestiegen","['Die Preise für Milch und Gemüse sind schon wieder gestiegen.', 'Gegen Abend ist das Fieber wieder gestiegen.']",steigen,steigen
steil,['Die Straße zu unserem Haus ist sehr steil.'],steil,steil
"der Stein, -e",['Die Kinder werfen Steine ins Wasser.'],der Stein,Stein
"die Stelle, -n","['Wir treffen uns hier an dieser Stelle.', 'Ich habe eine neue Stelle.', 'Diese Stelle in seinem Brief ist mir nicht ganz klar.', 'An Ihrer Stelle würde ich den Vertrag nicht unterschreiben.']",die Stelle,Stelle
"stellen, stellt, stellte, hat gestellt","['Stell das Bier in den Kühlschrank!', 'Ich hole noch Milch. Stell dich bitte schon mal in die Schlange an der Kasse.', 'Wo kann ich mein Auto hinstellen?', 'Würden Sie das Radio bitte etwas leiser stellen.', 'Haben Sie einen Moment Zeit? Wir möchten Ihnen ein paar Fragen stellen.', 'Ich habe den Wecker auf 5 Uhr gestellt.']",stellen,stellen
"der Stempel, -",['Der Poststempel trägt das Datum von letzter Woche. Das Paket war lange unterwegs.'],der Stempel,Stempel
"sterben, stirbt, starb, ist gestorben",['Mein Kollege kommt heute nicht. Sein Vater ist gestern gestorben.'],sterben,sterben
"der Stern, -e",['Heute sieht man viele Sterne am Himmel.'],der Stern,Stern
"die Steuer, -n",['Wir müssen immer mehr Steuern zahlen.'],die Steuer,Steuer
"der Steward, -s die Stewardess, -en",['Die Stewardess bringt das Mittagessen.'],"der Steward, die Stewardess",Steward
"der Stift, -e",['Kannst du mir bitte einen Stift geben?'],der Stift,Stift
"der Stil, -e","['Ihr Stil ist sehr elegant.', 'Das Gebäude gefällt mir. Welcher Baustil ist das?']",der Stil,Stil
stilistisch,['Der Text ist stilistisch sehr schön.'],stilistisch,stilistisch
still,"['Sei doch mal einen Moment still!', 'Maria kann nicht still sitzen.']",still,still
"der Stiefel, -",['Ich habe mir für den Winter ein Paar warme Stiefel gekauft.'],der Stiefel,Stiefel
"die Stiege, -n (A) → D, CH: Treppe","['Wo ist die Toilette? – Die Stiege hoch und dann links.', 'Meine Oma kann nicht gut Stiegen steigen.']",die Stiege,Stiege
"das Stiegenhaus, ¨-er (A) → D, CH: Treppenhaus",['Im Stiegenhaus ist kein Licht.'],das Stiegenhaus,Stiegenhaus
"die Stimme, -n",['Ich habe dich sofort an der Stimme erkannt.'],die Stimme,Stimme
"stimmen, stimmt, stimmte, hat gestimmt","['Meine Adresse stimmt nicht mehr.', 'Das Wetter in Deutschland könnte besser sein. – Das stimmt.']",stimmen,stimmen
"die Stimmung, -en",['Es war eine tolle Party. Die Stimmung war sehr gut.'],die Stimmung,Stimmung
"stinken, stinkt, stank, hat gestunken",['Was stinkt denn hier so? – Das ist der Fisch. Er ist nicht mehr frisch.'],stinken,stinken
"der Stock → D, CH: Etage","['Das Büro ist im 3. Stock, Zimmer 305.']",der Stock,Stock
"das Stockwerk, -e",['Das Gebäude hat zwanzig Stockwerke.'],das Stockwerk,Stockwerk
"der Stoff, -e","['Was für ein Stoff ist das? – Wolle.', 'In manchen Farben sind giftige Stoffe.']",der Stoff,Stoff
stolz,['Ich bin stolz auf dich. Das hast du sehr gut gemacht.'],stolz,stolz
"stoppen, stoppt, stoppte, hat gestoppt","['Die Polizei hat mich gestoppt, weil ich bei Rot über die Ampel gefahren bin.']",stoppen,stoppen
"stören, stört, störte, hat gestört","['Darf ich Sie einen Augenblick stören?', 'Du kannst das Radio anlassen. Das stört mich nicht.']",stören,stören
"die Störung, -en",['Entschuldigen Sie bitte die Störung.'],die Störung,Störung
"(sich) stoßen, stößt, stieß, hat gestoßen",['Wie haben Sie sich denn verletzt? – Ich habe mich an der Autotür gestoßen.'],sich stoßen,stoßen
"die Strafe, -n",['Schwarzfahren kostet 60 Euro Strafe.'],die Strafe,Strafe
strafbar,"['Was du da machst, ist strafbar.']",strafbar,strafbar
"der Strafzettel, -",['So ein Pech! Ich habe einmal falsch geparkt und sofort einen Strafzettel bekommen.'],der Strafzettel,Strafzettel
"der Strand, ¨-e",['Im Urlaub bin ich am liebsten am Strand.'],der Strand,Strand
"die Straße, -n","['Wir wohnen in einer sehr kleinen Straße.', 'Unser Haus ist eine Straße weiter.']",die Straße,Straße
"die Straßenbahn, -en (D, A) → CH: Tram",['Fahren wir mit der Straßenbahn oder der U-Bahn?'],die Straßenbahn,Straßenbahn
"die Strecke, -n","['Sind Sie die ganze Strecke zu Fuß gegangen?', 'Auf der Strecke München – Salzburg: 8 km Stau.', 'Ich möchte nach Hamburg fahren. Können Sie mir sagen, welche Strecke am besten ist?']",die Strecke,Strecke
"das Streichholz, ¨-er → Zündholz; A: Zünder",['Ich hätte gern eine Schachtel Streichhölzer.'],das Streichholz,Streichholz
"streiken, streikt, streikte, hat gestreikt",['Die Arbeiter streiken für höhere Löhne.'],streiken,streiken
"der Streik, -s",['Es gab einen Streik am Flughafen. Deshalb hatte unsere Maschine Verspätung.'],der Streik,Streik
"(sich) streiten, streitet, stritt, hat gestritten",['Die Kinder streiten sich oft.'],sich streiten,streiten
"der Streit, -e",['Ich möchte keinen Streit mit den Nachbarn.'],der Streit,Streit
streng,['Unsere Tochter hat einen sehr strengen Lehrer.'],streng,streng
der Stress,['Ich habe bei der Arbeit viel Stress.'],der Stress,Stress
"der Strom, ¨-e",['Wie kann ich im Haushalt Strom sparen?'],der Strom,Strom
"der Strumpf, ¨-e",['Wo sind meine roten Strümpfe?'],der Strumpf,Strumpf
"das Stück/-stück, -e","['Ich nehme zwei Stück Zucker in den Kaffee.', 'Möchten Sie noch ein Stück Kuchen?', 'Was kosten die Kulis? – Ein Euro pro Stück.', 'Ich begleite dich ein Stück.', 'Er spielt in dem Stück die Hauptrolle.']",das Stück,Stück
"die Studie, -n","['Wir führen eine Studie über Arbeitslosigkeit durch.', 'Eine aktuelle Studie zeigt, dass die Umweltverschmutzung zunimmt.']",die Studie,Studie
"studieren, studiert, studierte, hat studiert","['Mein Sohn will Medizin studieren.', 'Ich studiere in Mainz.']",studieren,studieren
"der Student, -en die Studentin, -nen",['Schüler und Studenten zahlen die Hälfte.'],"der Student, die Studentin",Student
"der Studierende, -n die Studierende, -n",['Zehn Studierende besuchen das Seminar.'],"der Studierende, die Studierende",Studierende
"das Studium, Studien",['Sie brauchen für diese Stelle ein abgeschlossenes Studium.'],das Studium,Studium
"das Studio, -s",['Zu Gast im Studio sind heute ...'],das Studio,Studio
"die Stufe, -n","['Vorsicht, Stufe!', 'Die Volkshochschule bietet Sprachkurse auf verschiedenen Stufen an.']",die Stufe,Stufe
"der Stuhl, ¨-e",['Da hinten ist noch ein Stuhl frei.'],der Stuhl,Stuhl
stumm,['Stell bitte dein Handy leise oder auf stumm.'],stumm,stumm
"die Stunde, -n","['Ich bin in einer Stunde wieder zurück.', 'Wir haben heute nur vier Stunden Schule.', 'Ich warte seit zwei Stunden auf dich.']",die Stunde,Stunde
"der Sturm, ¨-e",['Im Radio haben sie Regen und Sturm angesagt.'],der Sturm,Sturm
"stürzen, stürzt, stürzte, ist gestürzt","['Ich bin auf der Straße gestürzt und habe mir den Fuß gebrochen.', 'Bitte pass auf der Treppe auf, dass du nicht hinunterstürzt!']",stürzen,stürzen
"suchen, sucht, suchte, hat gesucht","['Ich suche meine Brille.', 'Wir suchen eine größere Wohnung.', 'Wen suchen Sie?']",suchen,suchen
"die Sucht, ¨-e","['Die Sucht nach Medikamenten nimmt zu.', 'Er kämpft gegen seine Alkoholsucht.', 'Das Internet kann zur Sucht werden.']",die Sucht,Sucht
süchtig,"['Ich bin süchtig nach Schokolade.', 'Fernsehen kann süchtig machen.']",süchtig,süchtig
"das Suchtmittel, -",['Manche Medikamente sind auch Suchtmittel.'],das Suchtmittel,Suchtmittel
"die Summe, -n",['Die Summe scheint mir zu hoch!'],die Summe,Summe
super,"['Das war ein super Film!', 'Er kann super tanzen.', 'Weißt du was? Ich komme mit. – Super!']",super,super
"der Supermarkt, ¨-e",['Donnerstags gehe ich immer in den Supermarkt.'],der Supermarkt,Supermarkt
"die Suppe, -n",['Schmeckt dir die Suppe?'],die Suppe,Suppe
süß,"['Ich esse gern süße Sachen.', 'Das ist aber ein süßes Baby!']",süß,süß
"das Symbol, -e","['Das Herz ist ein Symbol für die Liebe.', 'Auf dem Bildschirm finden Sie viele Symbole.']",das Symbol,Symbol
sympathisch,['Ich finde unsere neue Kollegin sehr sympathisch.'],sympathisch,sympathisch
"das System, -e","['Welches Betriebssystem hast du?', 'Ich kenne Ihr System nicht. Können Sie es mir erklären?']",das System,System
"die Szene, -n","['In dieser Szene des Films stirbt der Held.', 'Ich kenne mich in der Szene nicht aus. Ich bin zu alt.', 'Bitte mach keine Szene!']",die Szene,Szene
"die Tabelle, -n",['Tragen Sie die richtige Information in die Tabelle ein.'],die Tabelle,Tabelle
"die Tablette, -n",['Nehmen Sie dreimal täglich eine Tablette.'],die Tablette,Tablette
"die Tafel, -n","['Der Lehrer schreibt das neue Wort an die Tafel.', 'Sie finden am Eingang eine Tafel mit Informationen.', 'Ich hätte gern zwei Tafeln Schokolade.']",die Tafel,Tafel
"der Tagesablauf, ¨-e",['Wie ist Ihr Tagesablauf?'],der Tagesablauf,Tagesablauf
"das Tal, ¨-er",['Unser Dorf liegt in einem Tal.'],das Tal,Tal
"das Talent, -e",['Sie hat großes Talent für Musik.'],das Talent,Talent
"tanken, tankt, tankte, hat getankt","['Wir müssen unbedingt tanken. Wir haben fast kein Benzin mehr.', 'Bitte einmal volltanken!']",tanken,tanken
"die Tankstelle, -n",['Wo ist die nächste Tankstelle?'],die Tankstelle,Tankstelle
"die Tante, -n","['Die Familie meiner Mutter ist sehr groß, daher habe ich viele Tanten.']",die Tante,Tante
"tanzen, tanzt, tanzte, hat getanzt",['Auf der Hochzeit haben wir viel getanzt.'],tanzen,tanzen
"der Tanz, ¨-e",['Diese modernen Tänze kann ich nicht.'],der Tanz,Tanz
"die Tasche, -n","['Ich habe nicht viel Gepäck, nur eine Tasche.', 'Meine Jacke hat keine Taschen.']",die Tasche,Tasche
"das Taschengeld, -er",['Wie viel Taschengeld bekommst du im Monat?'],das Taschengeld,Taschengeld
"das Taschentuch, ¨-er",['Hast du ein Taschentuch für mich?'],das Taschentuch,Taschentuch
"die Tasse, -n","['Die Tassen sind von meiner Großmutter.', 'Möchten Sie eine Tasse Kaffee?']",die Tasse,Tasse
"die Tastatur, -en",['Die Tastatur an meinem Computer ist ganz neu.'],die Tastatur,Tastatur
"die Taste, -n","['An der Fernbedienung ist eine Taste kaputt.', 'Du musst jetzt die Stopp-Taste drücken.']",die Taste,Taste
"die Tat, -en",['Dieser Mensch hat mit vielen guten Taten geholfen.'],die Tat,Tat
"der Täter, die Täterin, -nen",['Die Polizei hat den Täter endlich gefasst.'],"der Täter, die Täterin",Täter
"die Tätigkeit, -en",['Welche Tätigkeit würde Ihnen Spaß machen?'],die Tätigkeit,Tätigkeit
"die Tatsache, -n",['Das widerspricht den Tatsachen.'],die Tatsache,Tatsache
tatsächlich,"['Die Hose ist tatsächlich zu klein, obwohl sie so groß aussieht.']",tatsächlich,tatsächlich
taub,"['Sie hört schlecht, sie ist schon fast taub.', 'Bist du taub? Ich spreche mit dir!']",taub,taub
"tauchen, taucht, tauchte, ist/hat getaucht",['Ich möchte im Urlaub wieder tauchen gehen.'],tauchen,tauchen
"tauschen, tauscht, tauschte, hat getauscht","['Ich würde meinen Kuchen gegen dein Brot tauschen.', 'Wollen wir die Plätze tauschen?']",tauschen,tauschen
"die Technik, -en","['Ich verstehe nicht viel von Technik.', 'Um die Aufgaben zu lösen, brauchst du eine gute Arbeitstechnik.']",die Technik,Technik
technisch,"['Es gab ein technisches Problem.', 'Sind Sie technisch interessiert?']",technisch,technisch
"die Technologie, -n",['Große Fortschritte gab es in der Technologie.'],die Technologie,Technologie
"der Tee, -s","['Bitte einen Tee mit Zitrone.', 'Was kostet dieser Tee hier?']",der Tee,Tee
Tee ziehen lassen,['Diesen Tee sollte man 10 Minuten ziehen lassen.'],Tee ziehen lassen,Tee ziehen lassen
"teilen, teilt, teilte, hat geteilt","['Mein Mann und ich teilen uns die Arbeit.', 'Wollen wir uns eine Pizza teilen?', 'Was machst du mit dem Gewinn? – Ich teile ihn mit meiner Familie.']",teilen,teilen
"das Teil, -e",['Dieses Teil müssen wir erst bestellen.'],das Teil,Teil
"der Teil, -e","['Was steht in dem Brief? Ich habe den ersten Teil nicht verstanden', 'Der Film hat zwei Teile. Heute kommt Teil', '3. Gefällt dir der neue Job? – Nur zum Teil.']",der Teil,Teil
die Teilzeit,['Ich arbeite im Moment nur Teilzeit.'],die Teilzeit,Teilzeit
"teilnehmen, nimmt teil, nahm teil, hat teilgenommen",['Leider konnte ich an dem Kurs nicht regelmäßig teilnehmen.'],teilnehmen,teilnehmen
"die Teilnahme, -n",['Die Teilnahme am Gewinnspiel ist kostenlos.'],die Teilnahme,Teilnahme
"der Teilnehmer, die Teilnehmerin, -nen",['Die Teilnehmerinnen aus unserem Kurs kommen aus verschiedenen Ländern.'],"der Teilnehmer, die Teilnehmerin",Teilnehmer
"telefonieren, telefoniert, telefonierte, hat telefoniert","['Ich muss kurz telefonieren.', 'Mein Mann telefoniert gerade. Können Sie später noch einmal anrufen?']",telefonieren,telefonieren
"das Telefon, -e",['Darf ich bitte Ihr Telefon benutzen?'],das Telefon,Telefon
"der Teller, -","['Stell bitte schon mal die Teller auf den Tisch!', 'Willst du noch einen Teller Suppe?']",der Teller,Teller
"die Temperatur, -en",['Die Temperaturen steigen heute um 10 Grad.'],die Temperatur,Temperatur
"das Tempo, -s","['Hier darfst du nur Tempo 30 fahren.', 'Achtung, hier ist eine Tempo-30-Zone!']",das Tempo,Tempo
das Tennis,['Ich spiele gern Tennis.'],das Tennis,Tennis
"der Teppich, -e","['Ich habe mir einen neuen Teppich gekauft.', 'Habt ihr in eurer neuen Wohnung Teppich oder einen Holzfußboden?']",der Teppich,Teppich
"der Termin, -e",['Als Termin schlage ich den 3. Mai vor.'],der Termin,Termin
"der Terminkalender, -",['Hast du unser Treffen schon in deinen Terminkalender eingetragen?'],der Terminkalender,Terminkalender
"die Terrasse, -n",['Setzen wir uns auf die Terrasse!'],die Terrasse,Terrasse
"testen, testet, testete, hat getestet",['Testen Sie unsere Angebote kostenlos.'],testen,testen
"der Test, -s",['Ich bin ganz sicher: Du wirst den Test schaffen.'],der Test,Test
teuer,['Ich finde das Geschäft nicht teuer.'],teuer,teuer
"der Text, -e",['Lesen Sie den Text.'],der Text,Text
"das Theater, -",['Wir gehen nächste Woche ins Theater.'],das Theater,Theater
"das Thema, Themen",['Wir haben im Kurs viel über das Thema Umwelt gesprochen.'],das Thema,Thema
theoretisch,['Ich habe die theoretische Prüfung bestanden. Nach der praktischen habe ich den Führerschein.'],theoretisch,theoretisch
"die Theorie, -n",['Das ist die Theorie. In der Praxis ist vieles ganz anders.'],die Theorie,Theorie
"die Therapie, -n",['Die Therapie hat geholfen. Es geht mir schon viel besser.'],die Therapie,Therapie
"das Ticket, -s","['Wir müssen die Tickets für unseren Flug ausdrucken.', 'Ich kaufe heute Tickets für das Konzert.']",das Ticket,Ticket
tief,"['Vorsicht, Kinder! Das Wasser ist hier sehr tief.', 'Der Schrank ist drei Meter breit und 60 Zentimeter tief.', 'Bitte jetzt tief einatmen!']",tief,tief
"das Tier, -e",['Er mag Tiere sehr und geht darum oft in den Zoo.'],das Tier,Tier
"das Haustier, -e","['Hat deine Familie ein Haustier? − Ja, wir haben einen Hund.']",das Haustier,Haustier
"der Tierpark, -s",['Wollen wir am Samstag mit den Kindern in den Tierpark gehen?'],der Tierpark,Tierpark
"der Tipp, -s",['Kannst du mir einen Tipp geben? Wo finde ich billige Möbel?'],der Tipp,Tipp
"tippen, tippt, tippte, hat getippt",['Wie schnell kannst du tippen?'],tippen,tippen
"der Tisch, -e",['Das Essen steht schon auf dem Tisch.'],der Tisch,Tisch
"der Titel, -","['Wie heißt der Film? – Ich weiß den Titel nicht mehr.', 'Haben Sie einen Titel? – Ja, Doktor.']",der Titel,Titel
"die Tochter, ¨-",['Das ist meine Tochter Katharina.'],die Tochter,Tochter
der Tod,['Ich habe ihn vor seinem Tod noch einmal gesehen.'],der Tod,Tod
tödlich,['Dieses Gift kann für den Menschen tödlich sein.'],tödlich,tödlich
"die Toilette, -n","['Wo ist die Toilette, bitte?']",die Toilette,Toilette
tolerant,['Die Nachbarn hören oft laut Musik. Wir müssen sehr tolerant sein.'],tolerant,tolerant
toll,"['Ich habe mir ein tolles Kleid gekauft.', 'Unser Urlaub war toll.']",toll,toll
"die Tomate, -n → A: Paradeiser",['Kauf bitte noch Tomaten auf dem Markt.'],die Tomate,Tomate
